blast_qseq_jg3	blast_sseq_jg3	max_pct_longCov	max_pct_shortCov	blast_pident	blast_evalue	blast_qstart	blast_qend	blast_sstart	blast_send	blast_slen
AN4113	AN4818	91.89	93.40	29.57	5e-116	50	1209	92	1224	1233
AN4113	AN6820	95.75	96.62	31.10	2e-149	41	1212	40	1214	1224
AN4119	AN4313	81.37	96.16	50.52	2e-171	17	493	90	565	585
AN4119	AN6451	85.66	91.72	39.82	2e-109	36	491	68	521	530
AN4119	AN7295	85.32	93.94	40.38	9e-121	25	490	71	535	545
AN4119	AN7779	87.55	96.57	52.27	1e-180	7	490	55	532	546
AN4119	AN8083	78.54	95.35	48.87	2e-166	7	493	113	584	601
AN4126	AN5435	87.90	93.47	44.51	4e-124	18	489	10	489	537
AN4126	AN9034	94.73	96.04	63.80	.0	5	489	6	504	512
AN4129	AN8595	81.67	89.91	40.95	2e-129	108	597	41	542	545
AN4131	AN5035	87.26	92.35	74.53	.0	4	462	3	467	497
AN4135	AN6731	94.08	95.33	69.43	.0	17	445	15	449	456
AN4148	AN8467	91.80	94.56	37.62	1e-112	3	517	8	511	533
AN4148	AN8972	97.64	97.81	61.44	.0	3	539	4	540	550
AN4148	AN9168	96.90	98.34	37.02	4e-110	7	545	7	538	541
AN4148	AN9169	84.88	91.19	37.60	4e-109	9	485	9	474	511
AN4151	AN5421	90.55	93.55	45.79	6e-162	9	542	47	554	561
AN4155	AN5608	62.92	96.60	54.15	8e-121	3	350	30	370	542
AN4173	AN9289	93.71	95.16	50.00	7e-166	24	515	31	523	525
AN4195	AN8303	90.48	96.61	40.59	3e-145	36	589	13	554	561
AN4195	AN8777	90.65	98.91	39.12	3e-114	39	591	2	544	549
AN4203	AN5398	82.53	89.24	54.11	9e-111	19	325	17	324	372
AN4212	AN6445	97.22	97.70	44.35	2e-155	10	604	9	607	612
AN4212	AN7056	86.86	99.44	38.28	6e-105	10	607	3	531	532
AN4212	AN7812	89.69	94.25	41.05	5e-130	33	609	67	640	640
AN4276	AN4289	11.09	31.95	100.00	2e-104	1	162	1265	1426	1461
AN4277	AN5860	92.65	96.27	51.33	.0	22	576	12	553	563
AN4313	AN5329	77.78	92.67	38.60	1e-112	116	570	33	487	491
AN4313	AN6451	79.32	87.55	42.09	1e-126	102	568	63	526	530
AN4313	AN7295	90.43	97.06	39.85	2e-141	30	571	16	544	545
AN4313	AN7779	91.11	97.62	51.85	.0	27	568	6	538	546
AN4313	AN8083	91.35	93.85	50.44	.0	5	569	40	588	601
AN4316	AN8912	94.90	96.91	37.30	6e-112	1	508	1	502	529
AN4323	AN7878	86.65	89.92	56.06	2e-144	51	407	25	395	397
AN4328	AN6118	89.00	91.20	36.52	3e-103	54	574	31	548	568
AN4328	AN9280	84.71	88.04	41.85	7e-128	57	559	36	528	560
AN4335	AN8186	99.51	100.00	92.21	.0	1	411	1	409	409
AN4335	AN9381	95.62	99.75	97.96	.0	1	393	1	393	394
AN4339	AN8545	67.63	98.21	32.20	1e-104	1	781	346	1114	1137
AN4339	AN9426	58.46	94.00	33.38	5e-112	1	746	345	1080	1259
AN4367	AN4566	87.60	92.64	38.41	2e-178	16	832	62	866	919
AN4367	AN7032	68.74	80.21	39.68	2e-174	113	828	211	907	1014
AN4372	AN8327	95.01	99.72	50.67	2e-121	1	362	10	378	381
AN4391	AN4877	96.40	98.53	97.27	.0	1	550	1	535	543
AN4391	AN5334	95.86	100.00	95.50	.0	1	555	1	532	532
AN4391	AN5863	32.07	96.22	100.00	1e-130	98	275	1	178	185
AN4391	AN6559	100.00	100.00	100.00	.0	1	555	1	555	555
AN4391	AN7516	94.77	99.81	94.85	.0	1	544	1	526	527
AN4391	AN8788	72.66	72.79	99.75	.0	1	404	1	404	556
AN4391	AN9505	37.48	99.52	96.15	1e-141	1	208	1	208	209
AN4424	AN5146	90.73	90.91	45.04	6e-125	4	462	2	451	496
AN4424	AN7984	93.65	95.35	38.83	2e-109	6	477	1	495	504
AN4477	AN7777	73.92	94.15	44.26	6e-141	141	726	31	577	581
AN4482	AN9289	88.59	99.05	39.25	4e-119	57	585	4	523	525
AN4486	AN4744	87.57	92.76	43.17	8e-169	33	722	50	690	691
AN4489	AN8902	93.65	95.09	36.76	3e-148	16	693	13	699	724
AN4501	AN5744	95.57	98.85	74.23	3e-138	3	261	5	264	271
AN4507	AN6324	82.86	88.89	47.01	4e-164	1	466	36	499	560
AN4517	AN5528	61.89	78.95	37.31	1e-122	294	863	115	690	722
AN4532	AN8566	88.85	94.26	52.67	3e-104	5	285	6	284	314
AN4532	AN8998	99.33	100.00	91.95	.0	1	296	1	298	298
AN4540	AN8406	98.60	100.00	64.10	2e-169	6	356	1	351	351
AN4557	AN5588	48.98	55.16	44.12	1e-117	393	839	309	741	785
AN4558	AN5220	68.95	75.20	33.57	2e-113	70	764	39	702	963
AN4563	AN5757	64.13	77.09	58.68	7e-120	8	293	9	296	446
AN4566	AN7032	71.89	79.33	49.54	.0	178	917	226	954	1014
AN4649	AN5678	83.19	89.74	34.87	4e-102	11	501	68	557	589
AN4649	AN6118	87.15	90.66	44.84	4e-140	6	500	24	525	568
AN4706	AN8862	30.81	47.20	39.02	2e-156	121	861	12	779	1570
AN4721	AN5827	51.37	56.51	55.68	.0	569	1206	473	1115	1129
AN4721	AN6085	50.89	76.61	35.44	1e-145	557	1188	128	820	825
AN4749	AN6581	96.77	98.00	35.74	.0	22	1490	10	1490	1518
AN4749	AN8344	97.00	99.38	56.97	.0	40	1493	5	1461	1463
AN4749	AN8489	91.39	96.07	37.04	.0	96	1473	34	1403	1426
AN4749	AN8813	89.19	90.28	38.47	.0	135	1477	122	1458	1481
AN4749	AN8892	87.26	90.27	35.03	.0	179	1490	135	1442	1449
AN4749	AN8928	96.53	98.64	49.97	.0	44	1490	9	1459	1467
AN4749	AN9344	96.46	99.31	50.00	.0	46	1495	10	1455	1456
AN4761	AN5105	70.62	89.20	39.45	3e-136	59	733	63	723	741
AN4792	AN8317	78.07	79.32	55.58	.0	109	555	98	542	561
AN4792	AN9066	93.69	98.95	48.19	.0	2	565	22	588	602
AN4820	AN7315	96.00	97.36	50.83	2e-179	11	490	6	485	493
AN4824	AN8627	88.26	90.22	39.57	1e-105	53	458	35	449	450
AN4825	AN8480	50.18	76.91	39.40	1e-157	138	839	216	908	1381
AN4826	AN5032	88.84	90.22	52.14	4e-156	17	431	19	424	450
AN4831	AN5887	88.83	88.83	50.99	3e-118	3	344	4	352	385
AN4831	AN7805	94.59	95.32	51.62	2e-125	14	380	13	379	388
AN4852	AN8480	52.43	89.60	33.16	2e-101	81	804	224	958	1381
AN4859	AN8219	88.89	97.68	67.86	.0	24	991	121	1089	1089
AN4871	AN5454	84.85	98.25	58.54	1e-165	4	395	68	460	462
AN4877	AN5334	97.05	99.06	92.73	.0	1	535	1	527	532
AN4877	AN5863	30.02	88.11	91.57	3e-115	98	260	1	178	185
AN4877	AN6559	96.40	98.53	97.27	.0	1	535	1	550	555
AN4877	AN7516	96.87	99.81	92.10	.0	1	529	1	526	527
AN4877	AN8788	69.96	71.64	96.04	.0	1	389	1	404	556
AN4877	AN9505	35.54	92.34	88.94	3e-126	1	193	1	208	209
AN4888	AN8396	95.83	97.01	39.82	7e-132	15	566	8	570	576
AN4906	AN7662	92.17	93.10	38.33	3e-134	42	594	28	600	600
AN4920	AN5088	71.95	83.33	53.24	.0	117	1101	181	1200	1369
AN4920	AN8399	85.87	90.87	58.51	.0	99	1113	39	1085	1117
AN4972	AN7507	75.33	90.12	34.00	4e-126	54	741	53	727	749
AN4972	AN8590	74.33	82.84	36.79	2e-133	65	761	68	733	804
AN4972	AN8930	78.24	88.29	33.78	7e-115	70	770	11	733	794
AN5031	AN6499	96.68	98.77	53.40	1e-116	1	320	1	323	331
AN5041	AN6338	96.04	97.51	43.46	2e-151	4	517	20	528	530
AN5044	AN6130	96.74	100.00	89.46	.0	1	644	1	623	623
AN5044	AN9029	89.60	99.48	41.53	8e-156	30	640	1	577	580
AN5050	AN8464	94.93	95.71	38.22	2e-107	10	487	10	477	489
AN5055	AN5199	79.40	88.64	62.01	2e-151	14	333	62	390	403
AN5066	AN5471	63.54	71.54	80.88	2e-101	43	246	102	277	277
AN5066	AN6966	53.22	77.24	93.16	3e-127	43	232	102	291	357
AN5066	AN8295	62.55	63.82	95.54	3e-107	63	219	10	166	251
AN5066	AN8305	73.98	87.50	96.15	1e-126	51	232	10	191	208
AN5066	AN8576	14.12	83.33	87.80	2e-120	38	242	1192	1396	1452
AN5075	AN5161	57.30	57.89	71.68	.0	294	752	1	455	786
AN5083	AN5606	81.48	88.76	66.71	.0	1	695	1	697	853
AN5088	AN8399	75.68	92.75	52.19	.0	166	1201	38	1074	1117
AN5093	AN6972	81.29	94.81	69.93	6e-154	1	365	1	429	449
AN5095	AN7845	41.39	99.55	74.09	5e-123	1	221	1	243	534
AN5129	AN6010	86.06	88.99	51.96	.0	5	584	44	617	667
AN5192	AN6649	94.07	97.94	38.79	1e-130	26	658	14	632	632
AN5228	AN9345	88.67	97.87	46.03	3e-111	2	369	43	410	415
AN5244	AN5251	99.56	100.00	96.50	.0	1	457	1	455	455
AN5244	AN9239	72.87	99.70	97.60	.0	1	333	1	333	334
AN5251	AN9239	72.75	99.10	97.00	.0	1	331	1	333	334
AN5252	AN9240	100.00	100.00	100.00	2e-147	1	198	1	198	198
AN5254	AN5470	41.05	68.14	53.41	2e-144	595	1009	17	439	609
AN5260	AN6683	89.64	91.11	36.79	2e-115	1	502	1	547	560
AN5260	AN8537	87.17	90.02	33.59	2e-102	6	501	14	520	569
AN5270	AN7320	92.84	97.42	57.07	1e-166	5	419	14	429	447
AN5270	AN8415	94.31	97.18	44.76	4e-115	4	417	5	424	439
AN5292	AN7640	83.37	88.45	60.49	2e-170	54	459	79	487	487
AN5300	AN5525	91.36	93.11	56.06	.0	40	789	46	775	784
AN5304	AN5917	89.05	92.14	40.75	3e-139	24	527	29	535	566
AN5304	AN6834	93.13	96.71	37.13	7e-128	4	532	24	563	568
AN5304	AN7119	95.80	95.80	39.51	1e-124	10	537	16	539	547
AN5304	AN7344	87.68	91.04	39.55	1e-126	27	524	31	561	568
AN5310	AN9161	90.82	96.32	45.66	4e-133	5	477	2	446	462
AN5321	AN7046	91.90	94.67	38.96	8e-107	26	558	29	579	580
AN5321	AN7948	88.81	92.76	44.68	1e-136	2	510	6	505	539
AN5323	AN6804	93.74	94.19	37.80	3e-137	13	596	6	608	620
AN5329	AN7295	87.34	96.95	37.55	3e-104	12	487	65	543	545
AN5334	AN5863	29.14	83.78	86.52	3e-105	98	252	1	178	185
AN5334	AN6559	95.86	100.00	95.50	.0	1	532	1	555	555
AN5334	AN7516	97.93	98.86	90.44	.0	1	521	1	526	527
AN5334	AN8788	68.53	71.62	93.81	.0	1	381	1	404	556
AN5334	AN9505	39.10	99.52	96.15	5e-142	1	208	1	208	209
AN5360	AN8309	90.07	90.41	37.43	1e-112	9	489	15	518	532
AN5360	AN9313	88.76	91.15	46.67	7e-152	11	484	23	500	520
AN5397	AN6830	66.47	96.93	46.11	5e-134	143	621	9	450	456
AN5397	AN9170	80.45	93.70	45.77	1e-157	131	665	37	571	571
AN5400	AN7063	92.09	94.93	39.34	3e-121	42	569	29	552	552
AN5417	AN9231	93.91	96.35	38.97	3e-118	28	588	20	574	576
AN5425	AN5984	96.91	97.18	52.12	3e-124	3	353	6	350	356
AN5426	AN7564	81.31	94.37	48.06	7e-105	14	348	60	394	412
AN5447	AN7278	98.85	100.00	64.22	.0	1	516	1	522	522
AN5463	AN6103	65.54	76.90	79.84	8e-155	1	253	1	253	329
AN5470	AN6968	30.15	35.80	97.71	2e-147	1	218	505	722	723
AN5470	AN7845	55.17	62.92	88.86	.0	1	350	1	336	534
AN5470	AN8576	31.54	75.21	75.96	.0	1	570	630	1087	1452
AN5471	AN6966	76.47	98.56	88.04	.0	1	273	1	301	357
AN5471	AN8576	14.46	75.81	81.51	2e-126	64	273	1159	1396	1452
AN5501	AN9330	95.43	97.51	52.47	3e-113	3	318	6	318	328
AN5523	AN8639	89.90	95.58	47.59	4e-157	8	462	2	455	475
AN5551	AN5734	94.51	95.05	38.78	6e-120	11	512	16	514	525
AN5551	AN6805	89.45	93.18	39.48	1e-106	1	495	1	492	550
AN5553	AN7359	93.20	97.36	38.89	1e-114	2	481	8	502	515
AN5553	AN7772	93.00	96.96	44.92	9e-144	15	492	18	503	514
AN5613	AN9178	96.79	97.29	50.14	.0	37	1363	12	1369	1371
AN5628	AN7167	81.62	92.72	40.60	1e-120	79	573	38	521	522
AN5634	AN8755	86.25	97.77	44.42	7e-152	7	533	74	601	611
AN5646	AN5698	95.69	96.62	48.28	3e-128	19	418	7	414	414
AN5646	AN5878	98.82	99.76	54.98	1e-148	1	417	1	420	422
AN5650	AN8955	99.18	99.59	38.70	5e-101	1	488	1	486	488
AN5652	AN8779	93.64	95.64	50.95	.0	11	1261	36	1290	1336
AN5669	AN9394	87.52	90.38	52.07	2e-167	7	476	23	505	537
AN5688	AN7375	92.86	94.13	60.66	.0	11	491	13	493	511
AN5690	AN7641	94.31	96.56	35.84	1e-127	1	646	11	656	685
AN5690	AN8454	98.51	98.80	75.26	.0	11	669	5	667	667
AN5698	AN5878	93.60	95.41	48.16	1e-119	11	413	26	420	422
AN5733	AN7089	81.29	92.97	40.90	5e-129	10	578	3	647	700
AN5734	AN7667	94.29	96.49	37.94	2e-119	25	523	8	502	513
AN5743	AN7464	91.25	96.33	31.05	5e-137	7	976	45	1040	1063
AN5747	AN6988	93.15	94.10	46.77	3e-107	12	378	2	373	390
AN5827	AN6085	55.71	76.24	38.08	9e-146	468	1096	134	819	825
AN5854	AN6031	99.44	100.00	65.45	3e-153	1	354	1	356	356
AN5863	AN6559	32.07	96.22	100.00	4e-131	1	178	98	275	555
AN5863	AN7516	33.78	96.22	99.44	1e-130	1	178	98	275	527
AN5863	AN8788	32.01	96.22	100.00	3e-131	1	178	98	275	556
AN5887	AN7805	85.82	86.49	48.41	1e-104	15	357	13	345	388
AN5917	AN6834	88.56	88.87	44.38	1e-160	28	531	44	546	568
AN5917	AN7119	94.35	97.62	43.65	4e-152	1	540	1	534	547
AN5917	AN7344	88.91	89.22	43.78	1e-151	28	532	27	561	568
AN5918	AN8553	66.61	76.29	44.92	6e-107	11	399	52	434	575
AN5956	AN9416	42.21	65.85	96.26	4e-133	257	443	98	284	284
AN5976	AN6652	67.58	84.39	38.46	1e-131	7	703	139	830	1024
AN5976	AN7396	89.39	94.83	44.01	.0	48	808	32	764	773
AN5976	AN7915	93.54	94.34	35.32	3e-144	43	809	15	801	813
AN5990	AN9216	98.42	99.29	39.55	2e-116	5	563	8	568	568
AN5992	AN6070	50.10	59.56	38.10	2e-109	218	728	396	926	1020
AN5992	AN7994	66.08	78.64	38.77	1e-108	216	782	126	697	721
AN6000	AN7071	94.58	99.33	45.51	.0	10	1790	28	1882	1883
AN6000	AN7825	80.47	99.27	33.41	.0	1	1781	1	1780	2212
AN6000	AN7903	63.55	92.36	25.17	2e-120	63	1785	77	1732	2606
AN6000	AN7909	83.51	97.99	31.13	.0	33	1789	26	1812	2104
AN6000	AN8209	78.78	94.81	36.77	.0	29	1790	21	1720	2158
AN6000	AN8383	46.04	63.86	29.70	2e-123	394	1558	382	1526	2487
AN6048	AN8709	91.03	97.36	46.65	5e-126	41	446	6	417	417
AN6053	AN7571	60.55	61.06	33.77	3e-105	89	686	144	720	945
AN6057	AN7131	82.43	89.89	49.08	2e-129	84	513	31	457	475
AN6091	AN8125	73.23	82.99	41.55	3e-156	7	616	51	673	833
AN6099	AN7370	55.31	58.57	68.60	2e-166	37	364	22	349	593
AN6101	AN8338	96.82	97.34	41.05	6e-148	15	562	12	563	566
AN6112	AN8672	64.11	72.62	37.79	.0	292	1254	328	1352	1502
AN6118	AN7242	94.89	98.54	35.33	3e-101	17	562	8	546	547
AN6118	AN8816	86.62	99.80	39.80	2e-119	68	568	2	493	493
AN6130	AN9029	92.62	99.48	43.27	8e-160	30	619	1	577	580
AN6156	AN8717	87.81	98.50	86.12	.0	6	466	55	515	525
AN6156	AN9495	87.81	98.50	86.12	.0	6	466	55	515	525
AN6236	AN7884	17.05	57.31	31.60	4e-123	159	1002	1094	1930	7016
AN6237	AN6436	91.40	93.62	35.83	.0	17	1315	116	1348	1349
AN6238	AN8365	95.83	99.31	51.19	.0	5	578	13	599	599
AN6238	AN8540	91.40	95.67	49.46	.0	26	578	50	605	605
AN6277	AN7390	88.65	99.08	50.45	.0	17	563	4	542	544
AN6277	AN8077	87.17	95.84	55.05	.0	26	555	4	538	553
AN6317	AN6318	54.88	58.45	42.75	.0	505	1521	698	1719	1853
AN6385	AN8468	28.72	90.11	47.45	7e-101	22	400	731	1112	1365
AN6407	AN8309	91.35	95.29	40.15	5e-118	21	506	15	526	532
AN6414	AN7824	92.50	93.24	42.47	1e-122	31	503	31	499	503
AN6419	AN8971	85.38	98.64	45.70	2e-117	3	364	9	412	424
AN6429	AN8413	91.80	94.95	45.35	4e-126	36	449	7	434	436
AN6431	AN6791	87.66	90.81	31.64	.0	29	2280	13	2381	2569
AN6431	AN7084	47.78	49.31	34.62	.0	29	1213	18	1290	2403
AN6431	AN8412	38.13	60.44	31.88	.0	30	1528	5	1583	3931
AN6431	AN8910	96.90	98.08	35.60	.0	29	2464	20	2422	2450
AN6431	AN9005	97.90	99.64	40.27	.0	2	2478	35	2505	2524
AN6435	AN8117	82.40	93.67	65.12	2e-139	3	283	7	287	341
AN6436	AN9342	89.18	90.86	36.28	.0	140	1347	119	1321	1324
AN6443	AN6779	72.67	77.37	31.18	3e-163	309	1409	378	1499	1515
AN6443	AN7729	86.13	92.97	32.87	.0	73	1414	206	1528	1536
AN6443	AN7879	80.49	87.56	28.07	1e-143	66	1408	177	1422	1548
AN6443	AN8957	71.06	78.36	31.60	2e-161	309	1423	402	1569	1569
AN6445	AN7812	90.16	94.28	38.55	2e-132	27	609	61	637	640
AN6448	AN7903	53.49	55.54	42.32	2e-155	44	727	54	727	2606
AN6448	AN8383	36.41	36.75	34.35	2e-148	722	1635	780	1702	2487
AN6451	AN7295	93.21	95.85	52.75	.0	22	530	38	545	545
AN6451	AN7779	85.16	87.74	40.25	2e-111	63	527	69	539	546
AN6451	AN8083	85.69	97.17	36.12	2e-109	13	527	53	594	601
AN6451	AN8122	87.80	88.30	39.41	6e-107	57	526	53	520	533
AN6458	AN8151	77.19	92.29	58.17	8e-136	15	360	4	338	434
AN6459	AN8152	94.78	95.26	66.02	.0	27	590	30	592	594
AN6464	AN9260	98.38	99.67	57.53	.0	4	925	1	912	915
AN6470	AN8969	99.08	99.08	79.53	7e-126	1	215	1	215	217
AN6477	AN6942	92.83	95.83	35.92	1e-110	31	535	4	516	527
AN6477	AN7972	88.24	96.58	44.40	7e-128	49	538	17	496	497
AN6477	AN8610	93.38	96.21	64.13	.0	32	539	16	526	528
AN6499	AN6717	92.67	95.47	60.74	9e-130	3	328	25	340	341
AN6559	AN7516	94.77	99.81	94.85	.0	1	544	1	526	527
AN6559	AN8788	72.66	72.79	99.75	.0	1	404	1	404	556
AN6559	AN9505	37.48	99.52	96.15	1e-141	1	208	1	208	209
AN6571	AN6857	84.31	87.58	47.63	3e-136	61	497	56	485	491
AN6581	AN8344	94.33	97.88	36.57	.0	54	1490	27	1458	1463
AN6581	AN8489	88.93	94.67	40.06	.0	123	1480	61	1410	1426
AN6581	AN8813	96.05	98.45	40.67	.0	26	1483	6	1464	1481
AN6581	AN8892	90.18	94.48	45.45	.0	122	1490	68	1442	1449
AN6581	AN8928	94.33	97.61	37.12	.0	58	1492	30	1461	1467
AN6581	AN9344	88.60	92.38	35.12	.0	131	1477	91	1435	1456
AN6621	AN7403	89.32	92.95	54.76	5e-129	34	376	22	365	369
AN6650	AN8275	91.16	93.93	54.88	6e-163	19	454	30	462	475
AN6651	AN6700	69.88	85.19	40.05	.0	240	1021	55	847	918
AN6652	AN7396	63.28	83.83	39.42	8e-150	167	858	39	686	773
AN6669	AN8737	98.50	99.81	84.93	.0	1	531	1	527	528
AN6688	AN8182	81.30	97.14	43.44	2e-109	67	453	11	384	385
AN6691	AN8573	63.62	99.47	94.26	.0	1	376	1	377	378
AN6730	AN6932	92.40	94.15	62.23	.0	2	548	9	565	592
AN6752	AN6765	95.70	97.80	43.22	.0	6	690	2	668	682
AN6778	AN7137	94.92	97.29	61.30	.0	15	492	14	480	480
AN6778	AN9294	96.34	98.34	49.27	4e-156	16	492	9	482	482
AN6779	AN8957	87.70	90.83	38.36	.0	138	1513	152	1566	1569
AN6791	AN7084	49.67	53.10	33.45	1e-121	1695	2551	1547	2393	2403
AN6791	AN8910	93.62	98.16	30.16	.0	12	2551	19	2423	2450
AN6791	AN9005	94.55	96.24	31.21	.0	13	2550	63	2491	2524
AN6824	AN7666	54.11	68.43	45.70	1e-103	135	502	230	578	645
AN6834	AN7119	86.97	90.31	43.29	4e-136	48	544	30	523	547
AN6834	AN7344	86.97	86.97	43.92	3e-149	51	544	34	558	568
AN6838	AN7570	93.36	93.78	39.95	5e-114	3	424	4	436	452
AN6848	AN8084	85.79	97.95	38.34	2e-107	32	525	5	481	487
AN6863	AN7547	22.50	49.46	55.56	2e-122	173	545	4	370	1631
AN6869	AN7488	77.67	84.77	47.95	3e-104	50	383	44	385	430
AN6882	AN9369	67.69	90.86	72.01	9e-167	4	320	8	315	455
AN6923	AN9173	91.73	95.13	43.51	6e-133	8	502	6	493	513
AN6923	AN9184	92.86	92.86	43.70	6e-150	8	501	7	506	532
AN6942	AN7972	91.46	96.98	36.46	2e-101	27	516	12	493	497
AN6942	AN8610	87.12	87.29	37.88	1e-102	57	516	62	522	528
AN6955	AN9426	27.08	64.71	51.14	2e-104	177	525	299	639	1259
AN6960	AN8468	33.48	46.08	36.18	2e-102	5	638	455	1083	1365
AN6963	AN8218	94.59	95.08	50.40	4e-119	14	384	17	383	386
AN6966	AN7831	44.54	87.85	98.74	7e-114	176	334	1	159	181
AN6966	AN7846	40.34	72.36	98.61	6e-102	191	334	13	156	199
AN6966	AN8295	43.98	62.55	95.54	6e-108	122	278	10	166	251
AN6966	AN8305	55.46	95.19	95.45	3e-130	110	307	10	207	208
AN6966	AN8576	20.25	82.35	93.20	.0	64	357	1159	1452	1452
AN6968	AN7830	47.99	91.80	89.94	.0	62	408	1	350	378
AN6968	AN7845	28.35	38.39	84.40	4e-120	505	722	1	205	534
AN6968	AN8576	42.29	84.92	80.96	.0	25	722	176	789	1452
AN6973	AN8907	90.10	93.49	51.79	2e-101	22	300	18	290	292
AN7063	AN7804	86.21	94.02	40.38	1e-136	21	540	31	549	602
AN7063	AN9282	83.05	96.74	35.56	1e-115	11	544	58	619	643
AN7071	AN7825	80.02	94.00	32.77	.0	42	1881	19	1788	2212
AN7071	AN7903	51.92	71.85	25.70	2e-117	419	1882	385	1737	2606
AN7071	AN7909	78.56	87.79	30.91	.0	82	1875	55	1707	2104
AN7071	AN8209	79.66	91.29	34.62	.0	23	1882	2	1720	2158
AN7081	AN7153	99.13	99.48	41.75	7e-135	1	572	1	573	577
AN7084	AN8412	32.15	52.60	32.58	7e-163	19	1282	5	1269	3931
AN7084	AN8910	45.71	46.61	33.72	6e-168	17	1228	19	1138	2450
AN7084	AN9005	43.78	45.98	34.29	2e-120	1547	2400	1656	2499	2524
AN7088	AN8112	80.86	87.71	43.71	8e-104	8	422	83	496	512
AN7089	AN8424	96.43	97.83	41.26	1e-153	1	681	1	675	690
AN7094	AN8648	21.18	100.00	64.00	2e-174	1	335	1133	1582	1582
AN7119	AN7344	87.68	91.04	45.59	7e-155	29	526	30	561	568
AN7126	AN9262	99.65	100.00	50.40	.0	1	844	1	847	847
AN7129	AN7397	84.77	92.97	30.82	4e-115	105	950	1	893	910
AN7131	AN9384	89.08	96.21	44.14	3e-128	2	458	55	511	513
AN7137	AN9294	97.51	97.92	49.90	3e-159	11	480	2	482	482
AN7138	AN9140	71.67	86.68	43.18	3e-140	55	555	126	645	699
AN7188	AN7597	91.70	96.68	42.02	.0	24	752	52	794	795
AN7200	AN8095	91.70	92.04	44.49	9e-144	39	535	21	533	540
AN7227	AN7787	79.17	99.71	62.29	2e-158	91	432	1	343	343
AN7227	AN8471	79.17	98.28	63.71	2e-160	91	432	1	348	348
AN7242	AN9280	91.61	93.78	37.43	2e-111	2	514	9	527	560
AN7295	AN7779	86.45	86.61	41.98	6e-122	71	542	68	539	546
AN7295	AN8083	85.52	94.31	41.10	4e-121	16	541	74	587	601
AN7295	AN8122	89.72	91.74	39.84	4e-120	52	541	32	520	533
AN7345	AN8953	88.91	94.97	55.20	.0	25	874	40	915	956
AN7359	AN7772	91.65	91.83	39.59	2e-119	38	513	32	503	514
AN7373	AN7557	89.89	91.43	35.61	9e-130	20	659	1	683	712
AN7389	AN8581	98.97	99.48	62.56	.0	1	578	1	582	584
AN7390	AN8077	90.96	92.46	57.42	.0	36	538	30	546	553
AN7392	AN9441	92.76	98.23	35.62	7e-107	9	508	1	521	539
AN7396	AN7915	67.04	70.50	40.03	6e-110	226	771	263	807	813
AN7418	AN8592	86.04	98.52	37.95	4e-150	11	671	7	604	607
AN7437	AN7591	93.27	94.06	47.63	.0	15	568	22	580	594
AN7507	AN8590	81.22	87.18	38.64	4e-156	63	733	67	719	804
AN7516	AN8788	72.66	76.66	99.01	.0	1	404	1	404	556
AN7516	AN9505	39.47	99.52	97.12	3e-144	1	208	1	208	209
AN7634	AN8341	87.68	88.56	50.18	.0	18	551	40	592	609
AN7637	AN9200	97.40	97.58	27.10	.0	11	3076	16	3126	3142
AN7639	AN9276	84.41	84.62	62.79	5e-159	26	366	59	401	404
AN7641	AN8454	95.47	98.05	35.89	2e-127	21	674	5	660	667
AN7667	AN8084	91.62	96.51	44.65	7e-144	8	492	9	478	487
AN7691	AN8546	81.14	90.77	47.87	1e-116	38	450	96	508	509
AN7756	AN8207	50.00	83.41	81.41	3e-106	89	274	1	199	223
AN7756	AN8648	17.32	73.66	80.49	2e-132	1	274	1	287	1582
AN7779	AN8083	87.02	95.79	56.72	.0	3	538	65	587	601
AN7787	AN8471	97.13	98.54	54.34	8e-129	3	343	11	348	348
AN7789	AN8476	98.48	98.98	48.65	.0	7	589	5	592	592
AN7804	AN8757	78.24	79.43	36.56	2e-113	50	550	83	553	593
AN7814	AN7873	89.91	99.16	35.85	.0	15	1913	198	2104	2112
AN7814	AN9408	90.64	99.11	38.26	.0	15	1912	167	2074	2094
AN7815	AN7880	67.43	71.88	39.88	.0	63	1184	152	1343	1664
AN7815	AN9407	40.73	48.56	47.59	.0	435	1192	629	1414	1861
AN7825	AN7903	61.59	72.56	25.72	4e-120	117	1793	141	1745	2606
AN7825	AN7909	91.73	96.44	29.01	.0	54	2206	66	2094	2104
AN7825	AN8209	97.11	99.54	39.12	.0	6	2211	3	2150	2158
AN7828	AN9383	93.67	94.67	52.78	2e-124	9	368	22	376	379
AN7830	AN8576	23.62	90.74	97.96	.0	1	343	213	555	1452
AN7831	AN7846	78.89	86.74	100.00	4e-115	16	172	13	169	199
AN7839	AN7879	91.67	93.85	33.68	.0	8	1510	5	1423	1548
AN7839	AN8150	26.66	31.28	50.38	5e-156	998	1510	1292	1764	1774
AN7845	AN8576	33.95	92.32	75.45	.0	1	522	630	1122	1452
AN7873	AN9408	96.54	97.37	44.88	.0	64	2102	31	2073	2094
AN7880	AN9407	58.19	65.08	57.69	.0	548	1636	613	1695	1861
AN7884	AN9226	25.00	63.46	26.96	3e-101	1095	2216	176	1284	2764
AN7884	AN9244	15.46	48.37	36.54	1e-102	17	588	1638	2210	2243
AN7898	AN8366	95.84	98.65	70.58	.0	6	457	7	444	444
